,code,l,L,circuit_type,decoder,noise_model,n_cycles,which_detectors,error_rates,n_errorsamples,n_fail_cutoff,p,n_shots,n_fails,dec_time_per_shot
1468,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00464,1000000,8425,2.0770409259e-05
1469,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.01292,71390,10000,3.574324880235327e-05
1470,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.03594,20767,10000,7.27481696923003e-05
1471,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.1,20015,10000,0.0001046427254059
1477,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0015352762908
1478,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0054410726451
1479,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0150784504137
1480,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.038201983348
1481,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.0994215095215
1482,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,14,0.2551869423
1483,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,11,0.26994974162
1484,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,26,0.27340535666
1485,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,29,0.27857759209
1486,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,46,0.29373505551
1487,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,48,0.30541758097
1488,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,50,0.3164641775299999
1489,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,63,0.33251424062
1490,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,73,0.3390389822699999
1491,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,75,0.36745533169
1492,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0014678664107999
1493,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0051509675515
1494,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0128421135443
1495,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0341179556746
1496,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0902784211976
1497,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,1e-05,1000000,0,1.0920050319e-05
1498,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,3e-05,1000000,0,1.1726380495e-05
1499,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,8e-05,1000000,0,1.2030472541e-05
1500,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00022,1000000,0,1.3508681907e-05
1501,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.0006,1000000,21,1.5750990313e-05
1502,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00167,1000000,369,1.9412382058e-05
1503,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00464,1000000,8421,2.5257881329e-05
1504,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.01292,72032,10000,5.031154549366948e-05
1505,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.03594,20647,10000,9.420393340436868e-05
1506,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.1,19695,10000,0.0001214895450114
1507,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.155608762e-06
1508,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.011811011e-06
1509,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.358962911e-06
1510,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,2,1.0562006775e-05
1511,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,11,1.2291004538e-05
1512,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.6541803354e-05
1513,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,1,0.000280287432788
1514,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,1,0.000748895801817
1515,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,26,0.002028575325738
1516,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,175,0.005430518590578
1517,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,1e-05,1000000,0,1.0491651343e-05
1518,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,3e-05,1000000,0,1.1183266068e-05
1519,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,8e-05,1000000,0,1.1687276518e-05
1520,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00022,1000000,1,1.250480271e-05
1521,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.0006,1000000,13,1.5141424753e-05
1522,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00167,1000000,369,1.8599015071000003e-05
1523,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.00464,1000000,8165,2.3317464163e-05
1524,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.01292,72426,10000,3.811641284897689e-05
1525,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.03594,20697,10000,7.914405179494613e-05
1526,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,10000,0.1,20094,10000,0.0001094811022693
1527,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.491492752e-06
1528,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.883487476e-06
1529,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.0221763586e-05
1530,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,2,1.1322657553e-05
1531,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,24,1.463058154e-05
1532,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0018630458853
1533,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050494471526
1534,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0143673223471
1535,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0378889318428
1536,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,3,0.0982270360299
1537,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,13,0.23494442599
1538,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,21,0.22125386883
1539,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,18,0.26120529965
1540,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,23,0.2691548178399999
1541,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,37,0.27704348195
1542,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,53,0.29253921403
1543,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,57,0.3007891009
1544,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,68,0.3035591851399999
1545,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,70,0.30615316866
1546,lcs,2,5,xz_sep_naive,bposd_msl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,77,0.32664641873
1547,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.458215154e-06
1548,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.169032374e-06
1549,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,9.668499701e-06
1550,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.1991421316e-05
1551,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,16,1.2577194581e-05
1552,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.001603458642
1553,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0055538428174
1554,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0136907151054
1555,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0341387859988999
1556,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0930371209604
1557,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.001230235865
1558,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0039983488349
1559,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0110182756549
1560,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0296708666614999
1561,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0901321172528
1562,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.002,1000,4,0.196935264651
1563,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0028,1000,10,0.232446342728
1564,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0037,1000,37,0.254289230816
1565,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0045,1000,64,0.273212409372
1566,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0053,931,100,0.2870081592438238
1567,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0062,593,100,0.2929518402360876
1568,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.007,420,100,0.3062008227
1569,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0078,331,100,0.3092369198308157
1570,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0087,267,100,0.3219414133782772
1571,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,1000,100,0.0095,217,100,0.3196287272718894
1592,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0014491383034
1593,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0041288394002
1594,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0102432349638
1595,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0297374439805
1596,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.0868220338058999
1597,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0019277730037
1598,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0063095415797
1599,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0154111308585
1600,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0420376320298
1601,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.1050806396545
1602,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.005,100,7,0.27894343137
1603,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,14,0.2900772536
1604,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,17,0.29962087528
1605,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,21,0.30768671552
1606,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,31,0.3112290701499999
1607,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,32,0.3119776455
1608,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.01,100,34,0.3295390073399999
1609,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,60,0.31868959963
1610,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,63,0.32510802986
1611,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,71,0.3286007544
1612,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,1.1531721272e-05
1613,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,1.1644142036e-05
1614,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,1.219327642e-05
1615,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,1,1.3511140737e-05
1616,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,15,1.6124614604e-05
1627,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.005,100,9,0.3427855267799999
1628,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,15,0.35343850823
1629,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,17,0.35582007104
1630,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,26,0.35587375563
1631,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,33,0.3646710910899999
1632,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,45,0.36556993637
1633,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.01,100,46,0.3678592004
1634,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,59,0.37667793906
1635,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,68,0.37391652232
1636,lcs,2,5,xz_sep_naive,bposd_psl_15_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,63,0.37893741462
1637,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.005,100,5,0.29606400822
1638,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0058,100,7,0.31506572802
1639,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0067,100,22,0.2918108698
1640,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0075,100,19,0.28242599137
1641,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0083,100,35,0.29231810855
1642,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0092,100,43,0.28908169575
1643,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.01,100,52,0.29310807785
1644,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0108,100,54,0.30059444573
1645,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0117,100,57,0.3000748783
1646,lcs,2,5,xz_sep_naive,bposd_psl_9_CS_15_0,cli,5,1,threshold,100,100,0.0125,100,63,0.30402715135
1647,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0016007820165
1648,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050091605456999
1649,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.012439986815
1650,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,1,0.0348782364462
1651,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,1,0.0915999206148
1652,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.005,10000,310,0.0015495602924
1653,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0058,10000,406,0.0017328948494
1654,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0067,10000,551,0.0019545916856
1655,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0075,10000,694,0.0021855824472
1656,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0083,10000,800,0.0023590842229
1657,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0092,10000,958,0.0025943886498
1658,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.01,8399,1000,0.0027695248504583
1659,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0108,7324,1000,0.0028499652150464
1660,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0117,6561,1000,0.0030419348059746
1661,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cl,3,1,threshold,10000,1000,0.0125,6210,1000,0.0031794229521739
1662,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,10000000,1000,1e-05,10000000,0,1.42458489564e-05
1663,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,10000000,1000,3e-05,10000000,13,2.04437825158e-05
1664,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,10000000,1000,8e-05,10000000,264,3.82063396574e-05
1665,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,10000000,1000,0.00022,8002169,1000,8.156096826397944e-05
1666,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,10000000,1000,0.0006,1333953,1000,0.000199110212832
1667,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,9.4352238037e-05
1668,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,0,0.0002598558471889
1669,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,2,0.000699143118426
1670,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,20,0.001917802053344
1671,lcs,2,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,162,0.004812293190381
1672,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,1e-05,1000000,0,9.371864047e-06
1673,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,3e-05,1000000,0,9.639203703e-06
1674,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,8e-05,1000000,0,8.413806459999999e-06
1675,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.00022,1000000,3,9.419188313e-06
1676,surface,4,1,standard,pymatching,cli,5,1,logsweep,1000000,1000,0.0006,1000000,12,1.2990192147e-05
1677,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,1e-05,1000000,0,1.4575948727000002e-05
1678,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,3e-05,1000000,3,2.1041379571e-05
1679,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,8e-05,1000000,27,3.7834383051e-05
1680,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.00022,1000000,145,8.2367705903e-05
1681,lcs,1,3,xz_sep_naive,bposd_psl_5_CS_15_0,cli,3,1,logsweep,1000000,1000,0.0006,1000000,689,0.000205152150789
1682,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.005,100,6,0.3822052608399999
1683,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0058,100,8,0.37999437861
1684,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0067,100,18,0.40336803597
1685,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0075,100,25,0.4055978503399999
1686,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0083,100,32,0.41319555075
1687,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0092,100,36,0.42449200564
1688,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.01,100,44,0.42101212088
1689,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0108,100,55,0.42596617782
1690,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0117,100,61,0.42075319191
1691,lcs,2,5,xz_sep_naive,bposd_psl_25_CS_25_0,cli,5,1,threshold,100,100,0.0125,100,69,0.38702001003
1692,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.005,10000,641,0.2687878775586
1693,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0058,8836,1000,0.2632997638850158
1694,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0067,6011,1000,0.2494209800321078
1695,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0075,4195,1000,0.3103855438986889
1696,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0083,3264,1000,0.3021742527432597
1697,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0092,2530,1000,0.3317562602968379
1698,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.01,2154,1000,0.3314339058816156
1699,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0108,1893,1000,0.3302198353269941
1700,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0117,1636,1000,0.338366979858802
1701,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,threshold,10000,1000,0.0125,1479,1000,0.3347757410784314
1702,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,1e-05,10000,0,0.0018234166818
1703,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,3e-05,10000,0,0.0050072385711
1704,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,8e-05,10000,0,0.0139169276294
1705,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.00022,10000,0,0.0367237643151
1706,lcs,2,5,xz_sep_naive,bposd_psl_5_CS_15_0,cli,5,1,logsweep,10000,1000,0.0006,10000,0,0.0914647689889
1707,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,1e-05,100000,0,1.019106546e-05
1708,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,3e-05,100000,0,1.066007509e-05
1709,surface,6,1,standard,pymatching,cli,7,1,logsweep,100000,1000,8e-05,100000,0,1.197368943e-05
